,id,studentID,task_id,query,score,content,time_stamp,target,SessionID,state,QueryOrder,QueryLength,session_end,QueryDwellTime,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HoverCount,CLICK_count,ScrollDist,OVER_count,SEARCH_END_count,GOTO_PAGE_count,ActionCount,segment_start_time,session_start_time,segment_first_click_time,segment_last_click_time,session_first_click_time,session_last_click_time,TimeFirstClick,TimeLastClick,ClickCount,TotalContent,AvgContent,SERPtime,QueryRelDocCount,QueryKeyDocCount,TaskRelDocCount,TaskKeyDocCount,QueryNDCG@3,QueryNDCG@5,QueryNDCG@10,TaskNDCG@3,TaskNDCG@5,TaskNDCG@10,query_DCG3,query_DCG5,query_DCG10,task_DCG3,task_DCG5,task_DCG10,QueryPrecision@3,QueryPrecision@5,QueryPrecision@10,TaskPrecision@3,TaskPrecision@5,TaskPrecision@10,Clicks@3,Clicks@5,Clicks@10,AvgClickRank,last_query,NewTerm,QuerySim,AveQueryRelScore,AveTaskRelScore,click_precision_query,click_precision_task,ClickDepth,Query_Cost-Benefit-1,Task_Cost-Benefit-1,Query_Cost-Benefit-2,Task_Cost-Benefit-2,Query_Cost-Benefit-3,Task_Cost-Benefit-3
555,673,2016012299,3, 清华附近购买死飞自行车渠道,4,TIMESTAMP=1513255329897 USER=2016012299 TASK=3 QUERY= 清华附近购买死飞自行车渠道 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,195,2,1,14,0,102.513,1,3,218,3,1,34,3,28,0,0,0,291,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,118.346,265.437,3,63.946,21.31533333,38.567,3,2,3,2,0.664331203,0.652060353,0.703010274,0.574141409,0.566058933,0.629602318,7.916508275,8.303361082,8.952159292,5.392789261,5.779642068,6.428440278,0.666666667,0.6,0.625,0.666666667,0.6,0.625,2,2,1,3,,1,0,2.333333333,2.333333333,1,1,6,1,1,0.5,0.5,19.2835,19.2835
556,674,2016012299,3, 清华附近购买死飞自行车价格,3,TIMESTAMP=1513255397259 USER=2016012299 TASK=3 QUERY= 清华附近购买死飞自行车价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,195,2,2,14,0,56.259,1,1,187,1,1,46,1,55,0,0,0,293,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,118.346,265.437,1,22.092,22.092,34.167,0,0,0,0,0.649014792,0.563578169,0.841685963,0.547491847,0.485415442,0.819531227,3.5,3.5,5.807514593,3.5,3.5,6.47418126,0.666666667,0.4,0.7,0.666666667,0.4,0.7,1,1,0,1, 清华附近购买死飞自行车渠道,0.125,0.75,0,0,0,0,1,0,0,0,0,0,0
557,675,2016012299,3, 清华附近购买死飞自行车注意事项,4,TIMESTAMP=1513255476988 USER=2016012299 TASK=3 QUERY= 清华附近购买死飞自行车注意事项 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,195,3,3,16,1,68.432,1,2,62,2,0,16,2,0,1,0,0,86,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,118.346,265.437,2,55.112,27.556,13.32,2,0,2,1,0.394809365,0.494792229,0.750304108,0.296081911,0.491259692,0.74483325,1.630929754,2.448459119,4.466908886,1.892789261,4.345377357,7.632553782,0.666666667,0.8,0.888888889,0.333333333,0.6,0.777777778,1,1,0,0.5, 清华附近购买死飞自行车价格,0.222222222,0.666666667,1,1.5,1,1,1,1,1,2,2,26.64,26.64
493,611,2016012299,4, 国际航空对手提行李的限制,4,TIMESTAMP=1513251908191 USER=2016012299 TASK=4 QUERY= 国际航空对手提行李的限制 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,179,2,1,13,0,847.523,1,5,191,5,1,18,2,135,0,0,0,358,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,867.109,1192.978,2,749.294,374.647,98.229,2,2,2,2,0.545096051,0.554348799,0.843496546,0.798880546,0.779671296,0.942355367,8.130929754,10.58351785,18.05025015,11.91650828,16.0918026,24.18946466,1,1,1,1,1,1,1,1,0,0.5,,1,0,3,3,1,1,1,1,1,2,2,196.458,196.458
494,612,2016012299,4, 国际航空不能托运的,3,TIMESTAMP=1513251981783 USER=2016012299 TASK=4 QUERY= 国际航空不能托运的 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,179,2,2,10,0,59.949,1,1,162,1,1,36,1,114,0,0,0,317,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,867.109,1192.978,1,11.969,11.969,47.98,1,1,1,1,0.746215505,0.792535382,0.895842622,0.746215505,0.906923975,0.915491371,11.13092975,15.13092908,18.53220927,11.13092975,14.26957596,15.86467618,1,1,1,1,1,1,0,0,0,0, 国际航空对手提行李的限制,0.235294118,0.352941176,3,3,1,1,0,1,1,0,0,0,0
496,614,2016012299,4, 国际航空去美国不能托运的,1,TIMESTAMP=1513252234060 USER=2016012299 TASK=4 QUERY= 国际航空去美国不能托运的 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,179,3,3,13,1,240.012,1,2,229,2,0,22,1,125,1,0,0,383,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,867.109,1192.978,1,181.578,181.578,58.434,1,1,1,1,0.333333333,0.518182285,0.768688436,0.552078751,0.573216019,0.753894947,2.130929754,4.583517849,8.025474379,7.130929754,8.809812235,12.78922208,1,1,1,1,1,1,1,1,0,3, 国际航空不能托运的,0.166666667,0.833333333,2,2,1,1,3,1,1,0.333333333,0.333333333,19.478,19.478
525,643,2016012299,7, 戒烟的好处,5,TIMESTAMP=1513254369345 USER=2016012299 TASK=7 QUERY= 戒烟的好处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,190,3,1,6,0,49.429,1,2,110,2,1,10,2,0,0,0,0,128,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55.79,185.819,2,31.004,15.502,18.425,2,2,2,2,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,11.13092975,16.85363531,25.99588306,11.13092975,16.85363531,23.30919481,1,1,0.9,1,1,0.9,1,1,0,1,,1,0,3,3,1,1,2,1,1,1,1,18.425,18.425
527,645,2016012299,7, 戒烟的副作用,4,TIMESTAMP=1513254449973 USER=2016012299 TASK=7 QUERY= 戒烟的副作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,190,3,2,7,0,69.541,1,2,122,2,1,20,2,0,0,0,0,150,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55.79,185.819,2,43.85,21.925,25.691,2,1,2,1,0.640366253,0.845731438,0.875189995,0.511576142,0.587920021,0.814544693,7.630929754,10.76957596,11.74818131,7.630929754,10.76957596,15.48257027,0.666666667,0.8,0.7,0.666666667,0.8,0.7,1,2,0,3.5, 戒烟的好处,0.333333333,0.444444444,2,2,1,1,4,1,1,0.5,0.5,12.8455,12.8455
528,646,2016012299,7, 戒烟的有效方法,4,TIMESTAMP=1513254499374 USER=2016012299 TASK=7 QUERY= 戒烟的有效方法 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,190,3,3,8,1,39.76,1,1,172,1,0,28,1,18,1,0,0,223,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55.79,185.819,1,14.766,14.766,24.994,1,1,1,1,0.830810337,0.802747804,0.933915928,0.830810337,0.777578611,0.921853549,12.39278926,16.56808359,22.9344723,12.39278926,14.84537736,21.21176607,1,1,0.9,1,1,0.9,1,1,0,2, 戒烟的副作用,0.363636364,0.363636364,3,3,1,1,2,1,1,0.5,0.5,12.497,12.497
559,677,2016012299,8, 谷歌眼镜功能,5,TIMESTAMP=1513255686046 USER=2016012299 TASK=8 QUERY= 谷歌眼镜功能 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,197,2,1,7,0,76.539,1,5,71,5,1,24,2,0,0,0,0,109,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,84.115,205.596,2,51.093,25.5465,25.446,1,1,1,1,0.530721274,0.585865465,0.781426557,0.530721274,0.660839795,0.800349972,7.916508275,12.0918026,19.83267539,7.916508275,13.63921383,21.38008662,0.666666667,0.8,0.9,0.666666667,0.8,0.9,1,1,0,0.5,,1,0,1.5,1.5,0.5,0.5,1,0.5,0.5,1,1,25.446,25.446
562,680,2016012299,8, 谷歌眼镜售价,4,TIMESTAMP=1513255760317 USER=2016012299 TASK=8 QUERY= 谷歌眼镜售价 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,197,3,2,7,0,61.713,1,3,44,3,1,12,2,0,0,0,0,66,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,84.115,205.596,2,32.372,16.186,29.341,2,2,2,2,0.830810337,0.877722134,0.946062371,0.746215505,0.816583202,0.921296115,12.39278926,18.11549482,27.8563676,11.13092975,16.85363531,26.5945081,1,1,1,1,1,1,1,1,0,0.5, 谷歌眼镜功能,0.222222222,0.555555556,3,3,1,1,1,1,1,2,2,58.682,58.682
563,681,2016012299,8, 谷歌眼镜使用方式,5,TIMESTAMP=1513255807527 USER=2016012299 TASK=8 QUERY= 谷歌眼镜使用方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,197,3,3,9,1,40.088,1,1,63,1,0,12,1,0,1,0,0,80,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,84.115,205.596,1,22.486,22.486,17.602,1,1,1,1,1,0.842092653,0.954922129,1,0.835423084,0.953144879,14.91650828,16.0770667,19.47834689,14.91650828,15.30336108,18.70464128,1,0.8,0.9,1,0.8,0.9,0,0,0,0, 谷歌眼镜售价,0.363636364,0.454545455,3,3,1,1,0,1,1,0,0,0,0
537,655,2016012299,10,国内和香港iPhone6价格比较,4,TIMESTAMP=1513254788776 USER=2016012299 TASK=10 QUERY= 国内和香港iPhone6价格比较 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,192,4,1,17,0,89.593,1,1,177,1,1,22,1,135,0,0,0,339,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,99.638,417.157,1,38.388,38.388,51.205,1,1,1,1,1,0.874798557,0.968372036,0.597761092,0.63143092,0.825019989,14.91650828,18.05515448,23.96639351,8.916508275,12.05515448,17.96639351,1,1,0.9,1,1,0.9,0,0,0,0,,1,0,3,3,1,1,0,1,1,0,0,0,0
540,658,2016012299,10,港版iPhone6是否需要关税,3,TIMESTAMP=1513254932927 USER=2016012299 TASK=10 QUERY=港版iPhone6是否需要关税 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,192,3,2,15,0,117.321,1,7,305,7,1,92,5,37,0,0,0,455,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,99.638,417.157,5,52.864,10.5728,64.457,4,4,4,4,0.494931689,0.52518844,0.76163241,0.340091081,0.445398818,0.688512701,6.392789261,8.071671742,12.77337619,4.392789261,6.845377357,11.5470818,1,1,0.875,1,1,0.875,1,2,2,4,国内和香港iPhone6价格比较,0.291666667,0.333333333,2,2,0.8,0.8,7,0.8,0.8,0.571428571,0.571428571,36.83257143,36.83257143
541,659,2016012299,10,如何购买港版iphone6,3,TIMESTAMP=1513254984530 USER=2016012299 TASK=10 QUERY=如何购买港版iphone6 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,192,3,3,13,0,39.214,1,2,123,2,1,8,1,0,0,0,0,138,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,99.638,417.157,1,14.33,14.33,24.884,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,港版iPhone6是否需要关税,0.25,0.4,1,1,1,1,0,1,1,0,0,0,0
544,662,2016012299,10,如何在香港购买港版iphone6,4,TIMESTAMP=1513255058926 USER=2016012299 TASK=10 QUERY=如何在香港购买港版iphone6 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,192,3,4,16,0,67.099,1,2,65,2,1,10,1,0,0,0,0,82,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,99.638,417.157,1,34.722,34.722,32.377,1,1,1,1,0.959453515,0.878596951,0.951813323,0.959453515,0.878596951,0.951813323,12.39278926,12.82346582,13.89208738,12.39278926,12.82346582,13.89208738,1,0.8,0.833333333,1,0.8,0.833333333,0,0,0,0,如何购买港版iphone6,0.133333333,0.866666667,3,3,1,1,0,1,1,0,0,0,0
546,664,2016012299,10,港版iphone6是否支持国内运营商网络,4,TIMESTAMP=1513255106295 USER=2016012299 TASK=10 QUERY=港版iphone6是否支持国内运营商网络 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,192,3,5,20,1,37.683,1,1,85,1,0,8,1,73,1,0,0,171,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,99.638,417.157,1,15.744,15.744,21.939,1,1,1,1,0.126892248,0.368981827,0.690930197,0.126892248,0.368981827,0.675566507,1.892789261,7.615494818,16.67398638,1.892789261,7.615494818,15.34065305,0.333333333,0.6,0.7,0.333333333,0.6,0.7,1,1,0,1,如何在香港购买港版iphone6,0.423076923,0.346153846,3,3,1,1,1,1,1,1,1,21.939,21.939
570,688,2016012299,11, 清华大学游泳馆所在地,3,TIMESTAMP=1513256099927 USER=2016012299 TASK=11 QUERY= 清华大学游泳馆所在地 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,200,3,1,11,0,105.666,1,5,182,5,1,38,5,94,0,0,0,331,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,135.469,550.205,5,42.382,8.4764,63.284,3,1,3,2,0.417511385,0.510464452,0.681605419,0.417511385,0.510464452,0.681605419,5.392789261,7.845377357,11.646262,5.392789261,7.845377357,11.646262,0.666666667,0.8,0.8,0.666666667,0.8,0.8,1,2,2,4.2,,1,0,1,1.2,0.6,0.6,9,0.6,0.6,0.333333333,0.333333333,21.09466667,21.09466667
574,692,2016012299,11, 清华大学游泳馆校内价格,3,TIMESTAMP=1513256293139 USER=2016012299 TASK=11 QUERY= 清华大学游泳馆校内价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,200,3,2,12,0,164.08,1,6,423,6,1,66,5,168,0,0,0,676,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,135.469,550.205,5,62.01,12.402,102.07,3,3,3,3,0.511576142,0.485773817,0.778231652,0.511576142,0.440089727,0.77783907,7.630929754,8.061606312,13.19227007,7.630929754,8.061606312,14.5256034,0.666666667,0.6,0.6,0.666666667,0.6,0.6,2,2,2,3.6, 清华大学游泳馆所在地,0.266666667,0.533333333,1.8,1.8,0.6,0.6,8,0.6,0.6,0.375,0.375,38.27625,38.27625
577,695,2016012299,11, 清华大学游泳馆游泳卡,2,TIMESTAMP=1513256411005 USER=2016012299 TASK=11 QUERY= 清华大学游泳馆游泳卡 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,200,2,3,11,0,105.82,1,3,322,3,1,46,2,173,0,0,0,551,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,135.469,550.205,2,39.907,19.9535,65.913,2,1,2,1,0.363121729,0.493222552,0.735955677,0.419347718,0.512007745,0.717025399,5.416508275,9.4165076,16.0268472,5.416508275,7.869096371,12.46731221,0.666666667,0.8,0.9,0.666666667,0.8,0.9,1,1,0,1.5, 清华大学游泳馆校内价格,0.076923077,0.615384615,2,2,1,1,3,1,1,0.666666667,0.666666667,43.942,43.942
579,697,2016012299,11, 清华大学游泳馆学生票价格,5,TIMESTAMP=1513256461613 USER=2016012299 TASK=11 QUERY= 清华大学游泳馆学生票价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,200,3,4,13,0,43.299,1,2,84,2,1,8,1,63,0,0,0,162,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,135.469,550.205,0,16.946,0,26.353,0,0,0,0,1,1,0.783403736,1,1,0.783403736,14.91650828,16.20853795,20.3392017,14.91650828,16.20853795,20.3392017,0.666666667,0.6,0.75,0.666666667,0.6,0.75,0,0,0,, 清华大学游泳馆游泳卡,0.307692308,0.615384615,0,0,0,0,29,0,0,0,0,0,0
581,699,2016012299,11, 清华大学游泳馆学生游泳卡价格,4,TIMESTAMP=1513256514663 USER=2016012299 TASK=11 QUERY= 清华大学游泳馆学生游泳卡价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,200,3,5,15,1,41.93,1,2,89,2,0,8,1,0,1,1,0,105,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,135.469,550.205,1,15.075,15.075,26.855,0,0,0,0,0.731840728,0.571790339,0.809643779,1,0.722726573,0.931138403,10.91650828,10.91650828,16.84805744,14.91650828,14.91650828,22.7645918,1,0.6,0.8,1,0.6,0.8,1,1,0,3, 清华大学游泳馆学生票价格,0.076923077,0.846153846,0,0,0,0,3,0,0,0,0,0,0
505,623,2016012299,12, 辽宁号基本信息,3,TIMESTAMP=1513252686796 USER=2016012299 TASK=12 QUERY= 辽宁号基本信息 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,182,2,1,8,0,183.605,1,1,121,1,1,18,1,73,0,0,0,217,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,195.491,292.441,1,153.02,153.02,30.585,1,1,1,1,0.205039254,0.408865975,0.649401733,0.397480373,0.545369191,0.754813296,2.130929754,4.583517849,8.315861191,4.130929754,6.583517849,10.31586119,1,1,1,1,1,1,1,1,0,3,,1,0,3,3,1,1,3,1,1,0.333333333,0.333333333,10.195,10.195
507,625,2016012299,12, 辽宁号历史,4,TIMESTAMP=1513252783746 USER=2016012299 TASK=12 QUERY= 辽宁号历史 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,182,3,2,6,1,82.382,1,2,84,2,0,11,1,129,1,0,0,231,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,195.491,292.441,1,55.232,55.232,27.15,1,1,1,1,0.817874758,0.739804457,0.901949579,0.658072586,0.749213593,0.878128339,8.5,8.930676558,11.79450344,8.5,11.51473591,14.37856278,0.666666667,0.6,0.8,0.666666667,0.6,0.8,0,0,0,0, 辽宁号基本信息,0.2,0.4,3,3,1,1,0,1,1,0,0,0,0
1005,1154,2016050025,1, 破冰游戏,5,TIMESTAMP=1513753224187 USER=2016050025 TASK=1 QUERY= 破冰游戏 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,338,1,1,5,0,1530.269,1,13,221,8,1,18,5,125,0,0,0,392,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1582.485,2503.394,5,1460.445,292.089,69.824,4,4,4,4,0.696730701,0.69735159,0.912430829,1,1,0.998166616,10.39278926,14.39278859,23.19811083,6.392789261,8.845377357,13.02861802,1,1,1,1,1,1,3,4,0,2,,1,0,2.5,2.5,0.8,0.8,4,0.8,0.8,1,1,69.824,69.824
1010,1159,2016050025,1, 破冰游戏 新员工,4,TIMESTAMP=1513753907584 USER=2016050025 TASK=1 QUERY= 破冰游戏 新员工 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,338,2,2,9,0,631.932,1,14,167,7,1,32,7,65,0,0,0,294,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1582.485,2503.394,7,595.537,85.07671429,36.395,5,5,5,5,0.294491793,0.406642843,0.744483693,0.294491793,0.394112463,0.715137172,4.392789261,8.392788586,19.55849012,4.392789261,6.845377357,15.42999084,1,1,1,1,1,1,3,5,1,3.142857143, 破冰游戏,0.375,0.625,2.8,2.2,0.714285714,0.714285714,7,0.714285714,0.714285714,0.714285714,0.714285714,25.99642857,25.99642857
1011,1160,2016050025,1, 破冰游戏 新员工 十人,2,TIMESTAMP=1513753969249 USER=2016050025 TASK=1 QUERY= 破冰游戏 新员工 十人 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,338,2,3,12,0,28.599,2,0,93,0,1,16,0,277,0,0,1,390,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,1582.485,2503.394,0,0,0,28.599,0,0,0,0,0.494931689,0.575530086,0.787068136,0.494931689,0.575530086,0.787068136,6.392789261,8.845377357,15.40785628,6.392789261,8.845377357,15.40785628,1,1,1,1,1,1,0,0,0,, 破冰游戏 新员工,0.2,0.8,0,0,0,0,29,0,0,0,0,0,0
1014,1163,2016050025,1, 破冰游戏 十人,4,TIMESTAMP=1513754145096 USER=2016050025 TASK=1 QUERY= 破冰游戏 十人 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,338,2,4,8,1,167.42,1,2,57,1,0,4,1,0,1,0,0,67,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1582.485,2503.394,1,152.989,152.989,14.431,1,1,1,1,0.865920364,0.884852962,0.974038054,0.865920364,0.884852962,0.974038054,12.91650828,15.36909637,21.57922578,12.91650828,15.36909637,21.57922578,1,1,1,1,1,1,1,1,0,1, 破冰游戏 新员工 十人,0,0.7,2,2,1,1,1,1,1,1,1,14.431,14.431
1052,1201,2016050025,2,北京周边 5月一周游,3,TIMESTAMP=1513759210079 USER=2016050025 TASK=2 QUERY=北京周边 5月一周游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,349,1,1,10,0,353.391,1,16,211,8,1,40,8,212,0,0,0,497,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,401.197,579.467,6,276.666,46.111,76.725,5,2,5,2,0.878583172,0.774477763,0.927283435,0.878583172,0.774477763,0.927283435,9.130929754,9.948459119,13.39041565,9.130929754,9.948459119,13.39041565,1,1,1,1,1,1,3,4,1,2.666666667,,1,0,1.6,1.6,0.833333333,0.833333333,6,0.833333333,0.833333333,0.833333333,0.833333333,63.9375,63.9375
1053,1202,2016050025,2,十渡 5月一周游攻略,2,TIMESTAMP=1513759280827 USER=2016050025 TASK=2 QUERY=十渡 5月一周游攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,349,2,2,10,0,60.693,1,2,76,1,1,26,1,253,0,0,0,361,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,401.197,579.467,1,16.357,16.357,44.336,1,1,1,1,0.530721274,0.502592183,0.806061701,0.798880546,0.658716503,0.919601306,7.916508275,9.595390756,18.2951128,11.91650828,13.59539076,22.2951128,1,1,1,1,1,1,0,0,0,0,北京周边 5月一周游,0.307692308,0.461538462,2,3,1,1,0,1,1,0,0,0,0
1054,1203,2016050025,2,十渡 野三坡,4,TIMESTAMP=1513759388349 USER=2016050025 TASK=2 QUERY=十渡 野三坡 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,349,2,3,6,1,83.449,1,9,81,5,0,14,4,0,1,1,0,116,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,401.197,579.467,4,58.476,14.619,24.973,4,4,3,3,0.830810337,0.877722134,0.949073831,0.703918089,0.786013735,0.902457647,12.39278926,18.11549482,25.92440923,4.5,6.952588096,8.889553242,1,1,0.9,0.666666667,0.8,0.8,3,3,0,1.5,十渡 5月一周游攻略,0.230769231,0.230769231,2.75,1.5,1,0.75,3,1,0.75,1.333333333,1,33.29733333,24.973
1058,1207,2016050025,3, 清华大学附近的死飞自行车,1,TIMESTAMP=1513760461211 USER=2016050025 TASK=3 QUERY= 清华大学附近的死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,351,2,1,13,0,89.988,1,10,148,5,1,12,4,383,0,0,0,564,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,101.529,460.404,4,31.455,7.86375,58.533,3,2,2,1,0.374295032,0.492814238,0.671224278,0.254747466,0.499569024,0.561698655,2.392789261,3.553347682,5.078835829,2.392789261,5.100758911,5.73512224,0.666666667,0.6,0.6,0.666666667,0.6,0.5,3,3,0,1.5,,1,0,1.25,0.75,0.75,0.5,3,0.75,0.5,1,0.666666667,58.533,39.022
1059,1208,2016050025,3, 清华大学 死飞自行车,1,TIMESTAMP=1513760591864 USER=2016050025 TASK=3 QUERY= 清华大学 死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,351,2,2,11,0,93.247,2,8,195,4,1,44,4,505,0,0,1,764,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,101.529,460.404,4,25.009,6.25225,68.238,4,1,4,1,0.530721274,0.530276957,0.777167275,0.374295032,0.391586831,0.679243306,3.392789261,3.823465819,6.139512006,2.392789261,2.823465819,5.139512006,1,0.8,0.7,0.666666667,0.6,0.6,1,1,0,1, 清华大学附近的死飞自行车,0,0.769230769,1.25,1.25,1,1,17,1,1,0.235294118,0.235294118,16.056,16.056
1060,1209,2016050025,3,死飞自行车专卖 清华,2,TIMESTAMP=1513760658231 USER=2016050025 TASK=3 QUERY=死飞自行车专卖 清华 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,351,3,3,10,0,45.155,1,4,108,2,1,22,2,217,0,0,0,357,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,101.529,460.404,2,26.597,13.2985,18.558,2,0,2,2,0.569289738,0.591293704,0.778898299,0.530721274,0.552440412,0.806616642,5.916508275,7.595390756,11.80256176,7.916508275,9.595390756,16.91814473,1,1,1,1,1,1,1,1,0,0.5, 清华大学 死飞自行车,0.166666667,0.666666667,1,2,1,1,1,1,1,2,2,37.116,37.116
1061,1210,2016050025,3,自行车专卖 清华,1,TIMESTAMP=1513760743606 USER=2016050025 TASK=3 QUERY=自行车专卖 清华 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,351,2,4,8,0,62.166,1,8,101,4,1,41,4,244,0,0,0,404,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,101.529,460.404,4,38.149,9.53725,24.017,2,2,2,1,0.746215505,0.605579607,0.87754307,0.541942129,0.509682599,0.808935105,11.13092975,11.56160631,17.63581458,7,7,11.10994518,1,0.8,0.8,0.333333333,0.2,0.5,2,2,1,2.25,死飞自行车专卖 清华,0,0.8,1.25,1,0.5,0.5,6,0.5,0.5,0.333333333,0.333333333,8.005666667,8.005666667
